timestamp,post
3mo,"Organizational health isn’t static—it evolves with the workplace.

While the fundamentals remain consistent, 6 key shifts are redefining what “healthy” looks like.

Here’s how organizations can keep pace and thrive:"
3mo,"Deals are back—but the playbook is changing.

On May 13, we’re unpacking the key M&A trends shaping 2025 and what leaders can learn from the most successful acquirers. From programmatic strategies to long-term value creation, get insights that help you move smarter.

Reserve your spot:

Explore the research:"
3mo,"Nurse managers are the backbone of the nursing workforce.

Our new report explores how US healthcare organizations can empower and support their nurse managers while also improving the workplace for frontline nurses, advancing patient care, and potentially saving up to $700 million a year.

Learn more here:

Here’s to the nurses making a difference every day. We’re proud to recognize all of you—especially McKinsey’s Stephanie Hammer—this
."
3mo,"What does it take to lead through historic change, with the world watching?

Carrier CEO David Gitlin joins our senior partner and North America Chair, Eric Kutcher, to share how he led a global spin-off during the pandemic, rallied leaders and employees across 160 countries, and came out stronger.

Listen in for a masterclass in crisis leadership."
3mo,"What if your most efficient team member wasn’t human? 

AI agents are stepping up to tackle complex tasks; and employees are ready. Explore how leaders can harness this shift for smarter, faster, more fulfilling work."
3mo,"Global risk is rising; but so are the ways to navigate it. 

In this episode of Inside the Strategy Room, our experts share the practical moves leaders are making to stay prepared and proactive.

Tap in to hear what’s working when the future feels anything but certain:"
3mo,"Leadership today demands versatility. 

The best leaders stretch themselves—chasing new experiences, asking the right questions, and knowing when to step forward.

In this excerpt from The Journey of Leadership, the firm's Dana Maor, Hans-Werner Kaas, Kurt Strovink, and Ramesh Srinivasan share how leaders can build this muscle. Read more."
3mo,"Indonesia has set an ambitious goal: achieving high-income status by 2045.

A radical scaling of investment by tripling the number of medium-size and large companies could deliver. This transition is crucial for boosting investment, increasing nonfarm capital per worker, and subsequently raising wages across the economy. All sectors would need to contribute to GDP growth, with services potentially accounting for around 70%.

Discover how unleashing five critical forms of capital – financial, human, institutional, infrastructural, and entrepreneurial – can pave the way:"
3mo,"What does it take to spin off a global company in the middle of a global crisis? 

Carrier CEO David Gitlin sat down with our senior partner and North America Chair, Eric Kutcher, to share how he led through uncertainty—rallying leadership, the board, and 50,000 employees across 160 countries.

Listen to the conversation:"
3mo,"Every start-up should launch with four critical building blocks of organizational success: talent, leadership, purpose, and culture. But as the organization grows and its strategy, operations, and talent decisions become more complex, these foundational blocks will need to be adjusted or realigned.

Our research highlights actionable steps founder CEOs can take to retain top-tier talent, preserve their cultures, and ensure profitable growth while scaling. Learn more:"
3mo,"We all do it... but why do we keep saying “uh,” “like,” and “sort of”? Let’s hear your theory. 👇"
3mo,"Gen AI isn’t a future vision; it’s already reshaping how people work.

The real barrier? Leadership that’s lagging behind. 

Explore what it takes to close the gap and help teams turn AI into real performance gains."
3mo,"No one has all the answers, and that’s okay. We’re looking for critical thinkers who listen and learn with empathy and curiosity. 🎯

If you’re ready to challenge your own assumptions and welcome new perspectives to find better solutions, this is the place for you.

🚀 Start your journey with us here ➡️"
3mo,"Türkiye is rapidly becoming a digital and sustainable manufacturing hub.

The Turkish Employers Association of Metal Industries (MESS) partnered with McKinsey to establish MEXT, a tech center inclusive of SMEs and multinational corporations that equips manufacturers with the tools they need to stay competitive.

The impact?
➡️ 31K+ people trained in digital & sustainable transformation
➡️ 15% improvement in productivity
➡️ 650+ companies with access to upskilling & capability building

Learn how other countries can replicate Türkiye's success in building a future-ready manufacturing environment:"
3mo,"Interested in sharing your views on today’s most critical business trends? 

Apply to join McKinsey’s Global Survey Panel to contribute to our research and receive exclusive benefits. ➡️"
3mo,"Large banks dominate big-ticket payments, but smaller flows—P2P, C2B, low-value B2B—are a growing goldmine. 

Nontraditional players are moving in fast, and the competition is heating up. Curious where the biggest disruption is happening? Get the full picture here. 📈"
3mo,"Too many companies treat data products like IT projects, and miss out on real business value. 

Success takes strong data product owners who think like business leaders and tight collaboration across teams from day one.

Want to unlock more value from your data? It’s time to rethink how you lead data product programs."
3mo,"What’s it like to work side by side with the world’s most influential leaders? Join one of our recruiting events and find out—from the people who do it every day. 🌍 See what’s happening in your region ➡️ https://mck.co/3EufppL
hashtag"
3mo,"How do you finance nature conservation for lasting impact?

Through our year-long fellowship program, consultants embedded into nonprofits to help design a marine conservation trust fund, rethink farming subsidies, and scale forest protection for high-integrity carbon-credit markets—work that is helping accelerate conservation across the globe.

To close out Earth Month, learn how our colleagues are helping advance nature-positive outcomes:"
3mo,"The electric-vehicle transition is accelerating — but not without twists.

Our latest Mobility Consumer Survey uncovers how evolving consumer expectations are reshaping the market. While EVs continue to gain ground, growth is slowing in some regions and new players, especially from China, are shaking up the market with innovative, affordable options.

Discover what features matter most to consumers, the key challenges they face, and how OEMs and industry leaders can stay ahead."
3mo,"The real power of digital and AI comes from companies that rewire how they work... giving them an edge that's tough to copy. 

They spot opportunities faster, build better solutions, and scale them more effectively.

Discover what drives successful digital and AI transformations and the six key factors that matter most. ➡️?"
3mo,"US productivity is lagging as the country faces its largest shortfalls in labor availability in two decades. 

Automation, reskilling, and government policies supporting technology adoption and productivity could help move the needle. Here’s how:"
3mo,"What happens when you bring together ambitious women, powerful connections, and inspiring leaders? Transformation. 

NGWL is more than a networking event—it’s an accelerator for your career. 🚀

Ready for the next step in your leadership journey? Apply today.

Know someone who should join? Tag them!"
3mo,"Generative AI is opening new doors for HR, offering smarter, faster ways to manage talent, plan for the future, and deliver impact.

In our new blog, we highlight four key opportunities where HR can start unlocking value today. Explore how gen AI can help HR lead the charge on digital transformation:"
3mo,"AI isn’t a substitute for human judgment; especially in something as nuanced as strategy. But it can deliver faster, more objective insights that elevate your decision-making.

Here are three practical steps to start putting it to work:"
3mo,"Over the course of a 30-year career, the gender pay gap can cost women up to $500,000 in lost earnings. Nearly 80% of that gap stems from differences in how men and women accumulate work experience over time.

But some companies are changing the game. Known as “People + Performance Winners,” these organizations are not only closing the gender pay gap, they’re also outperforming financially.

What sets them apart? A strong focus on role mobility, skill development, and building human capital for everyone. Explore the insights:"
3mo,"From launching a bar in a SoHo garage to building a hospitality empire, John McDonald has done it his way, and stayed local doing it.

He opens up about lessons learned, why Lure Fishbar still matters 21 years later, and how staying hands-on has kept him grounded.

Tap into his story on The Committed Innovator. 🎙️"
3mo,"Top-performing middle managers = better organizational outcomes.

Strong managers can have a crucial impact on how employees show up to work, how they perform, and how businesses perform as a whole.

Five actions can set these people leaders and their teams up for success:"
3mo,"Goodwill Industries International is going big: with a bold plan to scale its Opportunity Accelerator, millions of job seekers across North America could gain access to the skills, support, and pathways needed to thrive in today’s economy. 

See how they’re making it happen. ➡️"
3mo,"Making AI work for workers starts with knowing where they stand.

Some employees are raring to go, others need a little boost. Meet the four archetypes shaping the future of AI at work—and how leaders can help.

McKinsey Quarterly Five Fifty breaks down the insights➡️"
3mo,"At SQM, merging operational excellence with innovation has transformed how teams work; from daily performance dialogues to integrated decision-making across functions.

Explore how this approach is helping scale leadership, boost productivity, and strengthen sustainability. ➡️"
3mo,"New job. New colleagues. Now what? 🤔

Join our next McKinsey Unpacked for an honest conversation about starting your career, building community, and staying open to new experiences.

Hear real stories about navigating those early moments with purpose—and how connection and belonging can shape a path where you thrive. 🚀

📅 Register now ➡️"
3mo,"The best leaders cultivate generosity with their teams—and they see a range of advantages as a result. 

On an episode of the McKinsey Talks Talent podcast, experts Brooke Weddle, Bryan Hancock, and Dana Maor discuss why—and how—to share time, experience, and wisdom with others.

Learn more:"
3mo,"In a world of nonstop disruption, thriving at work can feel out of reach. But it doesn’t have to be.

This article unpacks what a thriving culture truly means, and shares 5 actionable ways leaders can build healthier, more resilient teams.

Explore the insights:"
3mo,"The “broken rung” on the corporate ladder hinders women’s advancement in the workplace. When women aren’t promoted, they miss out on new responsibilities that are crucial for gaining the skills and experiences needed for long-term career success.

In this excerpt from
, McKinsey’s Kweilin Ellingrud, Lareina Yee, and María del Mar Martínez explore some of the concrete steps women can take to build their entrepreneurial and soft skills, as well as cultivate strong networks of mentors and sponsors. Read more:"
3mo,
3mo,"American businesses are known for being resilient when the ground shifts beneath them. 

We’ve created a checklist for US business leaders to help position their companies for success amidst geopolitical uncertainty:"
3mo,"Per Scholas is preparing tech talent for the future of work—for free. Operating campuses in 24 cities and supporting 5,000 learners, it's aiming to triple its reach by 2030.

The nonprofit partnered withto deliver a multi-pronged program to support this growth by strengthening its culture, sharpening internal capabilities, and elevating learner outcomes.

See how strategy and soft skills are powering real change."
3mo,"What’s the real impact of open source AI in enterprise?

According to our latest global survey, conducted in collaboration with the MozillaFoundation, the, and our colleagues at, adoption is increasing, especially among advanced industries, technology, media & telecommunications, and financial services. While open tools bring cost advantages, many companies are mixing them with proprietary models to accelerate time to value and enhance security.

Swipe through the visual for key trends, and explore why open source is becoming central to enterprise AI strategies:"
3mo,"Supporting people’s resilience, health, and growth is a shared responsibility—and a long-term commitment. At McKinsey, we know it’s not about one-size-fits-all programs, but about thoughtful practices that meet colleagues in the moments that matter.

This approach was recently recognized by the’s 2025 Best Employers: Excellence in Health & Well-being Award—a meaningful reflection of the care, strategy, and collaboration behind our efforts.

In our People in Progress blog, Katie Nedl (Leader of Global Benefits, Pensions & Wealth Management) and Gretchen Scheidler (Leader of the Ombuds Office & Colleague Care Center of Excellence) share the foundational practices that shape how we lead, team, and support one another across the firm. ➡️"
3mo,"Our new research reveals a $110 billion annual funding gap in the U.S. water sector—leaving utilities unprepared for increasing extreme weather hazards.

What’s at stake? Rising costs, aging infrastructure, and growing water stress.

But there’s good news. State and local leaders have the power to drive change. Our latest report outlines 10 key actions they can take today with the tools they already have.

Read the full report here:"
3mo,"🌍 At our firm, sustainability isn’t a side project. It’s part of who we are.

Year-round, our colleagues lead grassroots efforts to drive environmental change in their offices and communities. This
, we’re spotlighting a few of those local eco-initiatives powered by our Green Teams.

📸 Swipe to see our teams in action!

Looking to grow your impact, not just your career ? This is the place.

Learn more about what it’s like to work here ➡️"
3mo,"Demand for tech talent is expected to exceed supply for the foreseeable future. 

Within the European Union alone, the tech talent gap could be as high as 3.9M people by 2027. To secure the talent they need, companies should assess their current situation and strategically employ a combination of 4 workforce levers.

Explore more:"
3mo,"Business as usual? Not quite. With global trade in flux, the smartest companies are getting strategic—reassessing where they stand and where to grow next.

Here’s what to focus on if you’re looking to turn today’s uncertainty into tomorrow’s edge. ➡️"
3mo,"Deutsche Telekom just raised the bar for customer service by rethinking how learning works from the ground up. With support from QuantumBlack, AI by McKinsey, they built a personalized AI-driven coaching engine to upskill thousands of agents across call centers and the field.

Explore how smart tech and human-centered design can transform employee and customer experience."
3mo,"Tariffs and trade controls are expanding rapidly around the world. Macroeconomic uncertainty is growing. Second-order effects of government actions are multiplying. Companies must take meaningful action now to build resilience.

A nerve center can help organizations chart a course through expanding tariffs and trade controls by orchestrating nine rapid actions, from tariff operations to supplier diversification.

Learn more:"
3mo,"Organizational health isn’t a luxury, it’s a necessity for long-term success, especially when uncertainty is high. But what does it really take to build, and maintain, a healthy organization?

Our latest research identifies four essential “power practices”—core behaviors that have a strong, proven link to performance. If any of these are missing or under threat, it’s time to act.

Explore the practices below and dive deeper in our full article:"
3mo,"AI is transforming strategy, but it is not replacing human expertise. Instead, it accelerates insights, enables faster and smarter decision-making, and creates space for creativity and bold moves.

Discover how AI is shaping the future of strategy:"
3mo,"Growth isn’t just a possibility here—it’s a priority. 🌱 
We’re committed to developing our people and giving them the support and resources they need to thrive while tackling meaningful challenges. 🚀 Ready for a career that empowers you? Explore opportunities with us ➡️"
3mo,"Think AI agents are just chatbots? Think again.

Today’s AI agents are evolving into full-fledged virtual coworkers who plan, execute, and even improve on their own.

Explore what this can mean for the future of your business:"
3mo,"The gender gap in leadership starts with one small—but critical—missed step: the broken rung. Women are just as ambitious as men, so why aren’t they rising at the same rate? 

The Broken Rung, a new book by McKinsey Senior Partners Kweilin Ellingrud, Lareina Yee, and María del Mar Martínez, explores this systemic barrier and how to overcome it. Discover what the authors say about the unwritten rules of career advancement for women and get a preview of the strategies to climb over the broken rung on the corporate ladder📗"
3mo,"India is drawing attention as a global business hub.

From a billion smartphone users and strong pro-business policies to a digital commerce surge, India is redefining what’s possible for multinational brands.

Explore how companies are turning challenges into long-term growth."
3mo,"What’s the difference between prepping for a client meeting with AI vs. without it? 

One is streamlined and strategic—the other, time-consuming and fragmented. 

See how leading B2B sales teams are using gen AI to be sharper, faster, and more prepared than ever for crucial meetings:"
3mo,"What if leadership development wasn’t just an HR function, but a company-wide mission? 

The best organizations leverage a factory model, where rising leaders learn through mentorship, tough challenges, and hands-on training. Discover how your company can build its next generation of leaders."
3mo,"What happens when one family turns the world into their classroom? ✈️ 

In The Everywhere Classroom, Andi Almond shares how her family turned wanderlust into a bold, purpose-filled education experiment.

Rethink what “school” means with our recent Author Talk:"
3mo,"What do Guinness, flavor data, and generative AI have in common?

Diageo’s Chief Innovation Officer shares how the brand is brewing future growth by blending human creativity with cutting-edge tech—and always keeping the consumer at the heart of the business.

Explore what's next for brand-building."
3mo,"Servicing a claim is an insurer's most important interaction with a customer, often with high stakes on both sides. Aviva set out to help customers more effectively in these difficult moments by improving complex claims processes through AI. Together with McKinsey and, the company strategically built and embedded AI tools across the claims journey.

The result? Better customer outcomes, more upskilling opportunities for employees, and a leading claims operation in the UK. Discover more:"
3mo,"Did you know that mothers are six times less likely to be recommended for hire than women without children? Despite this bias, motherhood can be an experience capital escalator for your career.

, written by McKinsey senior partners Kweilin Ellingrud, Lareina Yee, and Maria del Mar Martinez, explores steps to use your motherhood experience to your advantage. Learn more:."
3mo,"Imagine solving problems in seconds that would take supercomputers millions of years. 

That’s the promise of quantum computing, and it’s getting real, fast. Explore how this tech could unlock game-changing value across industries."
3mo,"What does it take to connect a country’s entire health system digitally? It’s complex, but the payoff can be huge for patients and providers alike.

Explore the different paths countries are taking to design smarter, more connected healthcare systems."
3mo,"What is the difference between AI, generative AI, and artificial general intelligence? How do you build a gen AI model? And what technologies are shaping the future of AI?

Find answers to these questions and more in our McKinsey Explainers series. See how leading businesses are exploring opportunities in AI, what it takes to scale effectively, and discover what we learned while creating Lilli, our own gen AI platform💡"
